"Članica";"Kratica";"Program";"Členitev";"Način";"Stopnja";"Letnik";"Spol";"Državljanstvo";"UTEZ"
"Fakulteta za elektrotehniko";"UL FE";"Elektrotehnika";"Mehatronika";"REDNI";"druga stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za kemijo in kemijsko tehnologijo";"UL FKKT";"Kemijsko inženirstvo";"Ni členitve";"REDNI";"druga stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za kemijo in kemijsko tehnologijo";"UL FKKT";"Kemija";"Kemija";"REDNI";"druga stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za kemijo in kemijsko tehnologijo";"UL FKKT";"Kemija";"Ni členitve";"REDNI";"prva stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Zdravstvena fakulteta";"UL ZF";"Zdravstvena nega";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"M";"SLOVENIJA";1
"Zdravstvena fakulteta";"UL ZF";"Delovna terapija";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Zdravstvena fakulteta";"UL ZF";"Babištvo";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Zdravstvena fakulteta";"UL ZF";"Babištvo";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Zdravstvena fakulteta";"UL ZF";"Delovna terapija";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Zdravstvena fakulteta";"UL ZF";"Zdravstvena nega";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Zdravstvena fakulteta";"UL ZF";"Delovna terapija";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Zdravstvena fakulteta";"UL ZF";"Zdravstvena nega";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Zdravstvena fakulteta";"UL ZF";"Delovna terapija";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Zdravstvena fakulteta";"UL ZF";"Delovna terapija";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Zdravstvena fakulteta";"UL ZF";"Zdravstvena nega";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Pedagoška fakulteta";"UL PEF";"Predšolska vzgoja";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Pedagoška fakulteta";"UL PEF";"Socialna pedagogika";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Pedagoška fakulteta";"UL PEF";"Specialna in rehabilitacijska pedagogika";"Posebne razvojne in učne težave";"IZREDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Pedagoška fakulteta";"UL PEF";"Poučevanje";"Poučevanje na razredni stopnji";"REDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Pedagoška fakulteta";"UL PEF";"Socialna pedagogika";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Pedagoška fakulteta";"UL PEF";"Poučevanje";"Likovna pedagogika";"REDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Denar in finance";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Fakulteta za pomorstvo in promet";"UL FPP";"Navtika";"Splošna smer";"REDNI";"prva stopnja";"Prvi";"M";"SRBIJA";1
"Fakulteta za pomorstvo in promet";"UL FPP";"Prometna tehnologija in transportna logistika";"Splošna smer";"REDNI";"prva stopnja";"Drugi";"M";"SLOVENIJA";1
"Teološka fakulteta";"UL TEOF";"Teologija";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"M";"SLOVENIJA";1
"Teološka fakulteta";"UL TEOF";"Teologija";"Zakonska in družinska terapija";"REDNI";"tretja stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Pravna fakulteta";"UL PF";"Pravo";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Pravna fakulteta";"UL PF";"Pravo";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Pravna fakulteta";"UL PF";"Pravo";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"M";"SLOVENIJA";1
"Pravna fakulteta";"UL PF";"Pravo";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"M";"SLOVENIJA";1
"Pravna fakulteta";"UL PF";"Pravo";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Pravna fakulteta";"UL PF";"Pravo";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Akademija za likovno umetnost in oblikovanje";"UL ALUO";"Industrijsko in unikatno oblikovanje";"Industrijsko oblikovanje";"REDNI";"prva stopnja";"Drugi";"M";"SLOVENIJA";1
"Akademija za likovno umetnost in oblikovanje";"UL ALUO";"Kiparstvo";"Ni členitve";"REDNI";"prva stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Akademija za likovno umetnost in oblikovanje";"UL ALUO";"Oblikovanje vizualnih komunikacij";"Fotografija";"REDNI";"prva stopnja";"Tretji";"M";"SLOVENIJA";1
"Akademija za likovno umetnost in oblikovanje";"UL ALUO";"Slikarstvo";"Slikarstvo";"REDNI";"prva stopnja";"Absolventi";"M";"SLOVENIJA";1
"Akademija za likovno umetnost in oblikovanje";"UL ALUO";"Oblikovanje vizualnih komunikacij";"Grafično oblikovanje";"REDNI";"druga stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Akademija za likovno umetnost in oblikovanje";"UL ALUO";"Oblikovanje vizualnih komunikacij";"Ilustracija";"REDNI";"druga stopnja";"Absolventi";"Ž";"ČRNA GORA";1
"Akademija za likovno umetnost in oblikovanje";"UL ALUO";"Oblikovanje vizualnih komunikacij";"Ilustracija";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Akademija za likovno umetnost in oblikovanje";"UL ALUO";"Slikarstvo";"Video in novi mediji";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Akademija za likovno umetnost in oblikovanje";"UL ALUO";"Oblikovanje vizualnih komunikacij";"Fotografija";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Akademija za likovno umetnost in oblikovanje";"UL ALUO";"Industrijsko in unikatno oblikovanje";"Industrijsko oblikovanje";"REDNI";"druga stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Akademija za likovno umetnost in oblikovanje";"UL ALUO";"Slikarstvo";"Slikarstvo";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Akademija za likovno umetnost in oblikovanje";"UL ALUO";"Oblikovanje vizualnih komunikacij";"Grafično oblikovanje";"REDNI";"prva stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Akademija za likovno umetnost in oblikovanje";"UL ALUO";"Oblikovanje vizualnih komunikacij";"Fotografija";"REDNI";"prva stopnja";"Absolventi";"M";"SLOVENIJA";1
"Akademija za likovno umetnost in oblikovanje";"UL ALUO";"Kiparstvo";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Prevajalstvo";"Slovenščina-angleščina-nemščina – enopredmetna smer";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Humanistika in družboslovje";"Etnologija, kulturna in socialna antropologija";"IZREDNI";"tretja stopnja";"Četrti";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Arheologija";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Humanistika in družboslovje";"Prevodoslovje";"IZREDNI";"tretja stopnja";"Četrti";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Pedagogika in andragogika";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Anglistika";"Anglistika - enopredmetna smer";"REDNI";"prva stopnja";"Tretji";"Ž";"REPUBLIKA SEVERNA MAKEDONIJA";1
"Fakulteta za farmacijo";"UL FFA";"Kozmetologija";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Fakulteta za farmacijo";"UL FFA";"Farmacija";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Fakulteta za farmacijo";"UL FFA";"Industrijska farmacija";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Fakulteta za farmacijo";"UL FFA";"Farmacija";"Ni členitve";"REDNI";"druga stopnja";"Četrti";"Ž";"SLOVENIJA";1
"Fakulteta za farmacijo";"UL FFA";"Kozmetologija";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Fakulteta za farmacijo";"UL FFA";"Industrijska farmacija";"Ni členitve";"REDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Fakulteta za farmacijo";"UL FFA";"Farmacija";"Ni členitve";"REDNI";"druga stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Fakulteta za farmacijo";"UL FFA";"Farmacija";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Fakulteta za farmacijo";"UL FFA";"Farmacija";"Ni členitve";"REDNI";"druga stopnja";"Tretji";"M";"SLOVENIJA";1
"Fakulteta za farmacijo";"UL FFA";"Farmacija";"Ni členitve";"REDNI";"druga stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Fakulteta za farmacijo";"UL FFA";"Farmacija";"Ni členitve";"REDNI";"druga stopnja";"Peti";"Ž";"SLOVENIJA";1
"Fakulteta za farmacijo";"UL FFA";"Industrijska farmacija";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Fakulteta za strojništvo";"UL FS";"Strojništvo - razvojno raziskovalni program";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"M";"SLOVENIJA";1
"Fakulteta za strojništvo";"UL FS";"Strojništvo - projektno aplikativni program";"Prometni pilot letala/helikopterja";"REDNI";"prva stopnja";"Tretji";"M";"SLOVENIJA";1
"Fakulteta za strojništvo";"UL FS";"Strojništvo - razvojno raziskovalni program";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"M";"REPUBLIKA SEVERNA MAKEDONIJA";1
"Fakulteta za strojništvo";"UL FS";"Strojništvo - razvojno raziskovalni program";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"M";"SLOVENIJA";1
"Fakulteta za strojništvo";"UL FS";"Strojništvo - razvojno raziskovalni program";"Mehatronika in laserska tehnika";"REDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Fakulteta za strojništvo";"UL FS";"Strojništvo - razvojno raziskovalni program";"Energetsko in procesno strojništvo";"REDNI";"druga stopnja";"Absolventi";"M";"SLOVENIJA";1
"Fakulteta za strojništvo";"UL FS";"Strojništvo - projektno aplikativni program";"Prometni pilot letala/helikopterja";"REDNI";"prva stopnja";"Tretji";"M";"SLOVENIJA";1
"Fakulteta za strojništvo";"UL FS";"Strojništvo - razvojno raziskovalni program";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"M";"SLOVENIJA";1
"Fakulteta za strojništvo";"UL FS";"Strojništvo - razvojno raziskovalni program";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"M";"REPUBLIKA SEVERNA MAKEDONIJA";1
"Fakulteta za strojništvo";"UL FS";"Strojništvo - razvojno raziskovalni program";"Mehanika";"REDNI";"druga stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za strojništvo";"UL FS";"Strojništvo - razvojno raziskovalni program";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"M";"SLOVENIJA";1
"Fakulteta za strojništvo";"UL FS";"Strojništvo - razvojno raziskovalni program";"Konstruiranje in mehanika";"REDNI";"druga stopnja";"Absolventi";"M";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Komunikologija - Medijske in komunikacijske študije";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SRBIJA";1
"Fakulteta za družbene vede";"UL FDV";"Politologija - Študije politike in države";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SRBIJA";1
"Fakulteta za družbene vede";"UL FDV";"Politologija - Javne politike in uprava";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"BOSNA IN HERCEGOVINA";1
"Fakulteta za družbene vede";"UL FDV";"Mednarodni odnosi";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"RUSKA FEDERACIJA";1
"Fakulteta za družbene vede";"UL FDV";"Sociologija - kadrovski menedžment";"7002991";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Politologija - Javne politike in uprava";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Komunikologija - Medijske in komunikacijske študije";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Kulturne študije";"Ni členitve";"REDNI";"druga stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Mednarodni odnosi";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SRBIJA";1
"Fakulteta za družbene vede";"UL FDV";"Obramboslovje in varnostne študije";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"M";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Komunikologija - Tržno komuniciranje in odnosi z javnostmi";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Fakulteta za družbene vede";"UL FDV";"Politologija - Politična teorija, globalizacijske in strateške študije";"Politična teorija";"REDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Visoka poslovna šola";"Računovodstvo";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Visoka poslovna šola";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Visoka poslovna šola";"Podjetništvo";"REDNI";"prva stopnja";"Drugi";"M";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Univerzitetna poslovna in ekonomska šola";"Mednarodno poslovanje";"REDNI";"prva stopnja";"Drugi";"Ž";"REPUBLIKA SEVERNA MAKEDONIJA";1
"Ekonomska fakulteta";"UL EF";"Visoka poslovna šola";"Računovodstvo";"REDNI";"prva stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Kvantitativne finance in aktuarstvo";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Podjetništvo";"Ni členitve";"REDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Kvantitativne finance in aktuarstvo";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Trženje";"Ni členitve";"REDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Ekonomska fakulteta";"UL EF";"Oskrbovalne verige in logistika";"Ni členitve";"REDNI";"druga stopnja";"Absolventi";"Ž";"BOSNA IN HERCEGOVINA";1
"Veterinarska fakulteta";"UL VF";"Veterinarstvo";"Ni členitve";"REDNI";"druga stopnja";"Četrti";"Ž";"SLOVENIJA";1
"Veterinarska fakulteta";"UL VF";"Veterinarstvo";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Veterinarska fakulteta";"UL VF";"Veterinarstvo";"Ni členitve";"REDNI";"druga stopnja";"Peti";"Ž";"SLOVENIJA";1
"Veterinarska fakulteta";"UL VF";"Veterinarstvo";"Ni členitve";"REDNI";"druga stopnja";"Šesti";"Ž";"SLOVENIJA";1
"Veterinarska fakulteta";"UL VF";"Veterinarstvo";"Ni členitve";"REDNI";"druga stopnja";"Peti";"M";"SLOVENIJA";1
"Veterinarska fakulteta";"UL VF";"Veterinarstvo";"Ni členitve";"REDNI";"druga stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Veterinarska fakulteta";"UL VF";"Veterinarstvo";"Ni členitve";"REDNI";"druga stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Veterinarska fakulteta";"UL VF";"Veterinarstvo";"Ni členitve";"REDNI";"druga stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Veterinarska fakulteta";"UL VF";"Veterinarstvo";"Ni členitve";"REDNI";"druga stopnja";"Šesti";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Bibliotekarstvo, informacijski in založniški študiji";"Informacijska znanost (usmeritev)";"REDNI";"druga stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Pedagogika in andragogika";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Prevajalstvo";"Slovenščina-angleščina-italijanščina – enopredmetna smer";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Humanistika in družboslovje";"Filozofija";"IZREDNI";"tretja stopnja";"Četrti";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";" Kreol – Kulturna raznolikost in transnacionalni procesi";"Ni členitve";"REDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Anglistika";"Anglistika - enopredmetna smer";"REDNI";"prva stopnja";"Drugi";"M";"SLOVENIJA";1
"Fakulteta za arhitekturo";"UL FA";"Arhitektura";"Ni členitve";"REDNI";"druga stopnja";"Absolventi";"M";"SLOVENIJA";1
"Fakulteta za arhitekturo";"UL FA";"Arhitektura";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Fakulteta za arhitekturo";"UL FA";"Urbanizem";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"M";"SLOVENIJA";1
"Fakulteta za arhitekturo";"UL FA";"Arhitektura";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Fakulteta za arhitekturo";"UL FA";"Arhitektura";"Ni členitve";"REDNI";"druga stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Fakulteta za arhitekturo";"UL FA";"Arhitektura";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Fakulteta za arhitekturo";"UL FA";"Arhitektura";"Ni členitve";"REDNI";"druga stopnja";"Absolventi";"M";"SLOVENIJA";1
"Fakulteta za arhitekturo";"UL FA";"Arhitektura";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"M";"SLOVENIJA";1
"Fakulteta za arhitekturo";"UL FA";"Arhitektura";"Ni členitve";"REDNI";"druga stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Fakulteta za arhitekturo";"UL FA";"Arhitektura";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"M";"SLOVENIJA";1
"Fakulteta za arhitekturo";"UL FA";"Urbanizem";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Fakulteta za arhitekturo";"UL FA";"Arhitektura";"Ni členitve";"REDNI";"druga stopnja";"Tretji";"M";"SLOVENIJA";1
"Fakulteta za arhitekturo";"UL FA";"Arhitektura";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"M";"SLOVENIJA";1
"Veterinarska fakulteta";"UL VF";"Veterinarstvo";"Ni členitve";"REDNI";"druga stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Veterinarska fakulteta";"UL VF";"Veterinarstvo";"Ni členitve";"REDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Veterinarska fakulteta";"UL VF";"Veterinarstvo";"Ni členitve";"REDNI";"druga stopnja";"Četrti";"Ž";"SLOVENIJA";1
"Veterinarska fakulteta";"UL VF";"Veterinarstvo";"Ni členitve";"REDNI";"druga stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Veterinarska fakulteta";"UL VF";"Veterinarstvo";"Ni členitve";"REDNI";"druga stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Veterinarska fakulteta";"UL VF";"Veterinarstvo";"Ni členitve";"REDNI";"druga stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Veterinarska fakulteta";"UL VF";"Veterinarstvo";"Ni členitve";"REDNI";"druga stopnja";"Peti";"Ž";"SLOVENIJA";1
"Veterinarska fakulteta";"UL VF";"Veterinarstvo";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Fakulteta za strojništvo";"UL FS";"Strojništvo";"Konstrukcijsko mehanske inženirske znanosti";"REDNI";"tretja stopnja";"Četrti";"M";"SLOVENIJA";1
"Fakulteta za arhitekturo";"UL FA";"Arhitektura";"Ni členitve";"REDNI";"druga stopnja";"Peti";"Ž";"ČRNA GORA";1
"Fakulteta za arhitekturo";"UL FA";"Arhitektura";"Ni členitve";"REDNI";"druga stopnja";"Peti";"M";"SLOVENIJA";1
"Fakulteta za arhitekturo";"UL FA";"Arhitektura";"Ni členitve";"REDNI";"druga stopnja";"Absolventi";"M";"SLOVENIJA";1
"Fakulteta za arhitekturo";"UL FA";"Arhitektura";"Ni členitve";"REDNI";"druga stopnja";"Peti";"M";"SLOVENIJA";1
"Fakulteta za arhitekturo";"UL FA";"Arhitektura";"Ni členitve";"REDNI";"druga stopnja";"Peti";"M";"SLOVENIJA";1
"Fakulteta za arhitekturo";"UL FA";"Arhitektura";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"Ž";"HRVAŠKA";1
"Medicinska fakulteta";"UL MF";"Medicina";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"M";"SLOVENIJA";1
"Medicinska fakulteta";"UL MF";"Medicina";"Ni členitve";"REDNI";"druga stopnja";"Tretji";"Ž";"REPUBLIKA SEVERNA MAKEDONIJA";1
"Medicinska fakulteta";"UL MF";"Medicina";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"M";"SLOVENIJA";1
"Medicinska fakulteta";"UL MF";"Medicina";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"M";"SLOVENIJA";1
"Medicinska fakulteta";"UL MF";"Medicina";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Medicinska fakulteta";"UL MF";"Medicina";"Ni členitve";"REDNI";"druga stopnja";"Šesti";"Ž";"SLOVENIJA";1
"Medicinska fakulteta";"UL MF";"Dentalna medicina";"Ni členitve";"REDNI";"druga stopnja";"Šesti";"M";"SLOVENIJA";1
"Medicinska fakulteta";"UL MF";"Medicina";"Ni členitve";"REDNI";"druga stopnja";"Drugi";"M";"SLOVENIJA";1
"Biotehniška fakulteta";"UL BF";"Mikrobiologija";"Ni členitve";"REDNI";"druga stopnja";"Absolventi";"M";"BOSNA IN HERCEGOVINA";1
"Biotehniška fakulteta";"UL BF";"Bioznanosti";"Ekonomika naravnih virov";"IZREDNI";"tretja stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Biotehniška fakulteta";"UL BF";"Biotehnologija";"Splošna biotehnologija";"REDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Biotehniška fakulteta";"UL BF";"Krajinska arhitektura";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Biotehniška fakulteta";"UL BF";"Biotehnologija";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"M";"SRBIJA";1
"Biotehniška fakulteta";"UL BF";"Kmetijstvo - živinoreja";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"M";"SLOVENIJA";1
"Biotehniška fakulteta";"UL BF";"Biologija";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Biotehniška fakulteta";"UL BF";"Molekulska in funkcionalna biologija";"Ni členitve";"REDNI";"druga stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Biotehniška fakulteta";"UL BF";"Biologija";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Fakulteta za kemijo in kemijsko tehnologijo";"UL FKKT";"Kemijska tehnologija";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za kemijo in kemijsko tehnologijo";"UL FKKT";"Kemija";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Fakulteta za računalništvo in informatiko";"UL FRI";"Računalništvo in informatika";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"M";"REPUBLIKA SEVERNA MAKEDONIJA";1
"Fakulteta za računalništvo in informatiko";"UL FRI";"Računalništvo in informatika";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"M";"SLOVENIJA";1
"Fakulteta za računalništvo in informatiko";"UL FRI";"Računalništvo in informatika";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"M";"SLOVENIJA";1
"Fakulteta za računalništvo in informatiko";"UL FRI";"Računalništvo in informatika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Fakulteta za računalništvo in informatiko";"UL FRI";"Računalništvo in informatika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"REPUBLIKA SEVERNA MAKEDONIJA";1
"Fakulteta za računalništvo in informatiko";"UL FRI";"Računalništvo in informatika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"BOSNA IN HERCEGOVINA";1
"Fakulteta za računalništvo in informatiko";"UL FRI";"Računalništvo in informatika";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"M";"SLOVENIJA";1
"Fakulteta za računalništvo in informatiko";"UL FRI";"Računalništvo in informatika";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"M";"SLOVENIJA";1
"Fakulteta za računalništvo in informatiko";"UL FRI";"Računalništvo in informatika";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
